,spread
2017-08-31,0.0017595524794487751
2017-09-30,-0.021320931078373635
2017-10-31,-0.026404775244271327
2017-11-30,0.034200715415573874
2017-12-31,0.12599581680013205
2018-01-31,0.020259747053296074
2018-02-28,0.009491578594593257
2018-03-31,-0.01636260104934239
2018-04-30,0.01824170604438933
2018-05-31,-0.0036135114086715374
2018-06-30,0.06163556652110387
2018-07-31,0.02863716255895802
2018-08-31,-0.08066245028093429
2018-09-30,-0.06411197553910439
2018-10-31,0.010117387828162235
2018-11-30,0.026962301044306927
2018-12-31,-0.0022754627196029317
2019-01-31,0.030215645843050455
2019-02-28,0.1072874931700947
2019-03-31,0.030749587856299433
2019-04-30,0.07753153165082327
2019-05-31,0.06272180023499235
2019-06-30,0.01720948694739176
2019-07-31,-0.00034888829753228906
2019-08-31,-0.14510936984839046
2019-09-30,-0.09767651535925549
2019-10-31,0.029722396424921017
2019-11-30,0.08252046851434156
2019-12-31,0.22851122737492402
2020-01-31,0.15877682528028786
2020-02-29,0.17196361984827513
2020-03-31,0.022784175788061148
2020-04-30,0.11234179151690561
2020-05-31,0.07160273752515604
2020-06-30,0.10888852286886472
2020-07-31,-0.018101578180672387
2020-08-31,-0.10080505394286494
2020-09-30,-0.15634073195414377
2020-10-31,-0.11971720990281334
2020-11-30,-0.14778890306083994
2020-12-31,-0.17875694749837712
2021-01-31,-0.1635203754419288
2021-02-28,-0.1309323524590318
2021-03-31,0.04865532169933964
2021-04-30,-0.013873664224294901
2021-05-31,0.008322804403747042
2021-06-30,0.02336819096183846
2021-07-31,0.11072307850354648
2021-08-31,0.038300340530024436
2021-09-30,-0.04939763569625779
2021-10-31,-0.10675553484068856
2021-11-30,-0.06649653762875317
2021-12-31,0.017518783463087606
2022-01-31,0.0777414898720514
2022-02-28,0.23134401036240645
2022-03-31,0.14654115898372544
2022-04-30,0.06257872117733565
2022-05-31,0.04803267771548285
2022-06-30,-0.0021561368327158784
2022-07-31,0.16124748310159465
2022-08-31,0.12635366242363916
2022-09-30,0.12420994503956082
2022-10-31,-0.13542626160544197
2022-11-30,-0.15182615895914603
2022-12-31,-0.25564748319072417
2023-01-31,0.01259593153710973
2023-02-28,-0.10232113577725971
2023-03-31,-0.07079547482160337
2023-04-30,-0.09257061872405736
2023-05-31,-0.04748815473857173
2023-06-30,-0.0009923664853230686
2023-07-31,0.037612114722898285
2023-08-31,0.03914148018955891
2023-09-30,0.022145310816750526
2023-10-31,0.08983759813108563
2023-11-30,0.17800616440246092
2023-12-31,0.18136646017032282
2024-01-31,0.10924599810309955
2024-02-29,-0.007731656068614736
2024-03-31,0.04893095739101479
2024-04-30,0.018248611128403716
2024-05-31,-0.009631852575409106
2024-06-30,-0.00287750176556832
2024-07-31,0.10270480200466117
2024-08-31,0.11770455705531818
2024-09-30,0.09589187912469538
2024-10-31,0.13608013731591528
2024-11-30,-0.027694599168394972
2024-12-31,-0.06022909758729247
2025-01-31,-0.04886280751245167
2025-02-28,0.11203211043393604
2025-03-31,0.1339070053472814
2025-04-30,-0.05811932513239758
2025-05-31,-0.04976313258883954
2025-06-30,0.06192316805094927
2025-07-31,0.020759939223379563
2025-08-31,0.08500479775749936
2025-09-30,0.01874407035379891
2025-10-31,-0.030055747309913314
2025-11-30,0.09635877585001099
2025-12-31,0.1238850087884647
2026-01-31,0.17152671360760807
2026-02-28,0.2522299278240908
2026-03-31,0.3894190827406259
2026-04-30,-0.043422665967304395
2026-05-31,-0.05682100553125445
